344,kino
355,fox
356,foxlife
357,foxcrime
358,foxmovis
563,epis
42,axn
43,diva
44,tv1000
282,amc
989,pickbox
580,cineComedy
793,hdcineStar
49,cineFantazy
795,cineAction
51,cinePremir1
52,cinePremir2
773,cineStr
55,axnSpin
576,scfi
60,hbo
61,hbo2
62,hbo3
63,cenemax
64,cinemax2
65,shorts
560,prvaWord
174,pinkFilm
338,slo1
339,slo2
340,pop
341,kanalA
342,brio
99,History
115,History2
125,Travel
1157,AstraTv
